date,min,max,mean,year,site
26-Sep,15.6,14.7,15.1,1976,pattullobridge
27-Sep,15.6,15.0,15.3,1976,pattullobridge
28-Sep,15.6,15.0,15.3,1976,pattullobridge
29-Sep,15.6,15.0,15.3,1976,pattullobridge
30-Sep,15.0,15.0,15.0,1976,pattullobridge
1-Oct,15.0,14.4,14.7,1976,pattullobridge
2-Oct,14.7,14.4,14.6,1976,pattullobridge
3-Oct,14.4,13.3,13.9,1976,pattullobridge
4-Oct,13.3,12.8,13.1,1976,pattullobridge
5-Oct,12.8,12.8,12.8,1976,pattullobridge
6-Oct,12.8,12.2,12.5,1976,pattullobridge
7-Oct,12.8,12.2,12.5,1976,pattullobridge
8-Oct,12.8,12.2,12.5,1976,pattullobridge
9-Oct,12.8,12.5,12.6,1976,pattullobridge
10-Oct,12.8,12.2,12.5,1976,pattullobridge
11-Oct,12.8,12.2,12.5,1976,pattullobridge
12-Oct,12.8,12.2,12.5,1976,pattullobridge
13-Oct,12.5,12.2,12.4,1976,pattullobridge
14-Oct,12.2,11.9,12.1,1976,pattullobridge
15-Oct,11.9,11.4,11.7,1976,pattullobridge
16-Oct,12.2,11.1,11.7,1976,pattullobridge
17-Oct,11.1,10.0,10.6,1976,pattullobridge
18-Oct,10.6,9.4,10.0,1976,pattullobridge
19-Oct,9.4,9.2,9.3,1976,pattullobridge
20-Oct,9.2,8.9,9.0,1976,pattullobridge
21-Oct,8.9,8.3,8.6,1976,pattullobridge
22-Oct,8.6,8.3,8.5,1976,pattullobridge
23-Oct,8.6,8.3,8.5,1976,pattullobridge
24-Oct,8.3,8.1,8.2,1976,pattullobridge
25-Oct,8.3,7.8,8.1,1976,pattullobridge
26-Oct,8.9,7.8,8.3,1976,pattullobridge
27-Oct,8.9,8.3,8.6,1976,pattullobridge
28-Oct,8.9,8.3,8.6,1976,pattullobridge
29-Oct,9.4,8.6,9.0,1976,pattullobridge
30-Oct,9.4,8.9,9.2,1976,pattullobridge
31-Oct,9.2,8.9,9.0,1976,pattullobridge
1-Nov,9.2,8.6,8.9,1976,pattullobridge
2-Nov,8.9,8.3,8.6,1976,pattullobridge
3-Nov,8.3,7.8,8.1,1976,pattullobridge
4-Nov,8.3,7.8,8.1,1976,pattullobridge
5-Nov,7.8,7.2,7.5,1976,pattullobridge
6-Nov,7.8,7.2,7.5,1976,pattullobridge
7-Nov,7.2,7.2,7.2,1976,pattullobridge
8-Nov,7.8,7.2,7.5,1976,pattullobridge
9-Nov,7.8,7.5,7.6,1976,pattullobridge
10-Nov,8.1,7.8,7.9,1976,pattullobridge
11-Nov,8.1,7.5,7.8,1976,pattullobridge
12-Nov,7.8,7.2,7.5,1976,pattullobridge
13-Nov,7.2,6.9,7.1,1976,pattullobridge
14-Nov,7.2,6.7,6.9,1976,pattullobridge
15-Nov,6.9,6.7,6.8,1976,pattullobridge
16-Nov,7.2,6.7,6.9,1976,pattullobridge
17-Nov,-,-,-,1976,pattullobridge
18-Nov,-,-,-,1976,pattullobridge
19-Nov,-,-,-,1976,pattullobridge
20-Nov,-,-,-,1976,pattullobridge
21-Nov,-,-,-,1976,pattullobridge
22-Nov,5.6,5.6,5.6,1976,pattullobridge
23-Nov,6.1,5.6,5.8,1976,pattullobridge
24-Nov,5.8,5.6,5.7,1976,pattullobridge
25-Nov,5.8,5.6,5.7,1976,pattullobridge
26-Nov,5.8,5.0,5.4,1976,pattullobridge
27-Nov,5.6,4.4,5.0,1976,pattullobridge
28-Nov,5.0,3.9,4.4,1976,pattullobridge
29-Nov,4.4,3.9,4.2,1976,pattullobridge
30-Nov,3.9,3.3,3.6,1976,pattullobridge
1-Dec,3.9,3.3,3.6,1976,pattullobridge
2-Dec,3.3,3.1,3.2,1976,pattullobridge
3-Dec,3.3,3.1,3.2,1976,pattullobridge
4-Dec,3.6,3.3,3.5,1976,pattullobridge
5-Dec,3.3,3.3,3.3,1976,pattullobridge
6-Dec,3.3,3.3,3.3,1976,pattullobridge
7-Dec,3.9,3.3,3.6,1976,pattullobridge
8-Dec,4.4,3.9,4.2,1976,pattullobridge
9-Dec,5.0,4.2,4.6,1976,pattullobridge
10-Dec,5.6,5.0,5.3,1976,pattullobridge
11-Dec,5.3,4.7,5.0,1976,pattullobridge
12-Dec,5.6,4.7,5.1,1976,pattullobridge
13-Dec,5.0,5.0,5.0,1976,pattullobridge
14-Dec,5.0,4.7,4.9,1976,pattullobridge
15-Dec,5.0,4.4,4.7,1976,pattullobridge
16-Dec,5.0,4.4,4.7,1976,pattullobridge
17-Dec,5.3,4.4,4.9,1976,pattullobridge
18-Dec,5.6,5.0,5.3,1976,pattullobridge
19-Dec,5.6,5.0,5.3,1976,pattullobridge
20-Dec,5.0,4.4,4.7,1976,pattullobridge
21-Dec,5.0,3.9,4.4,1976,pattullobridge
22-Dec,4.4,3.9,4.2,1976,pattullobridge
23-Dec,4.4,3.9,4.2,1976,pattullobridge
24-Dec,4.2,3.3,3.8,1976,pattullobridge
25-Dec,3.9,3.3,3.6,1976,pattullobridge
26-Dec,3.9,3.3,3.6,1976,pattullobridge
27-Dec,4.4,3.6,4.0,1976,pattullobridge
28-Dec,4.4,3.9,4.2,1976,pattullobridge
29-Dec,4.4,3.3,3.9,1976,pattullobridge
30-Dec,3.9,3.3,3.6,1976,pattullobridge
31-Dec,3.6,2.8,3.2,1976,pattullobridge
1-Jan,3.3,2.8,3.1,1977,pattullobridge
2-Jan,2.8,2.2,2.5,1977,pattullobridge
3-Jan,3.1,2.2,2.6,1977,pattullobridge
4-Jan,2.5,1.7,2.1,1977,pattullobridge
5-Jan,2.2,1.7,1.9,1977,pattullobridge
6-Jan,1.7,1.1,1.4,1977,pattullobridge
7-Jan,1.7,1.1,1.4,1977,pattullobridge
8-Jan,1.7,1.1,1.4,1977,pattullobridge
9-Jan,1.7,1.1,1.4,1977,pattullobridge
10-Jan,1.1,1.1,1.1,1977,pattullobridge
11-Jan,1.7,1.1,1.4,1977,pattullobridge
12-Jan,1.7,1.4,1.5,1977,pattullobridge
13-Jan,1.7,1.7,1.7,1977,pattullobridge
14-Jan,1.7,1.7,1.7,1977,pattullobridge
15-Jan,2.2,1.7,1.9,1977,pattullobridge
16-Jan,2.2,2.2,2.2,1977,pattullobridge
17-Jan,2.8,2.2,2.5,1977,pattullobridge
18-Jan,3.3,2.8,3.1,1977,pattullobridge
19-Jan,4.4,3.3,3.9,1977,pattullobridge
20-Jan,4.4,3.3,3.9,1977,pattullobridge
21-Jan,3.9,3.3,3.6,1977,pattullobridge
22-Jan,3.9,3.3,3.6,1977,pattullobridge
23-Jan,3.3,2.8,3.1,1977,pattullobridge
24-Jan,2.8,2.2,2.5,1977,pattullobridge
25-Jan,2.8,2.2,2.5,1977,pattullobridge
26-Jan,2.2,1.7,1.9,1977,pattullobridge
27-Jan,2.2,1.7,1.9,1977,pattullobridge
28-Jan,2.2,1.7,1.9,1977,pattullobridge
29-Jan,2.2,1.7,1.9,1977,pattullobridge
30-Jan,2.2,1.7,1.9,1977,pattullobridge
31-Jan,1.9,1.7,1.8,1977,pattullobridge
1-Feb,2.2,1.7,1.9,1977,pattullobridge
2-Feb,2.2,1.9,2.1,1977,pattullobridge
3-Feb,2.5,2.2,2.4,1977,pattullobridge
4-Feb,2.8,2.2,2.5,1977,pattullobridge
5-Feb,2.8,2.2,2.5,1977,pattullobridge
6-Feb,2.8,2.2,2.5,1977,pattullobridge
7-Feb,2.8,2.2,2.5,1977,pattullobridge
8-Feb,2.8,2.2,2.5,1977,pattullobridge
9-Feb,3.1,2.8,2.9,1977,pattullobridge
10-Feb,3.3,3.1,3.2,1977,pattullobridge
11-Feb,3.6,3.3,3.5,1977,pattullobridge
12-Feb,4.4,3.9,4.2,1977,pattullobridge
13-Feb,4.4,3.9,4.2,1977,pattullobridge
14-Feb,5.0,3.9,4.4,1977,pattullobridge
15-Feb,4.4,3.9,4.2,1977,pattullobridge
16-Feb,4.4,3.9,-,1977,pattullobridge
17-Feb,4.4,3.9,-,1977,pattullobridge
18-Feb,4.4,3.9,4.2,1977,pattullobridge
19-Feb,4.7,4.2,4.4,1977,pattullobridge
20-Feb,5.0,4.4,4.7,1977,pattullobridge
21-Feb,5.0,4.4,4.7,1977,pattullobridge
22-Feb,4.7,4.2,4.4,1977,pattullobridge
23-Feb,4.4,3.9,4.2,1977,pattullobridge
24-Feb,4.7,3.9,4.3,1977,pattullobridge
25-Feb,4.4,3.9,4.2,1977,pattullobridge
26-Feb,4.4,3.9,4.2,1977,pattullobridge
27-Feb,4.4,3.9,4.2,1977,pattullobridge
28-Feb,4.4,3.9,4.2,1977,pattullobridge
29-Feb,,,,1977,pattullobridge
1-Mar,4.4,3.9,4.2,1977,pattullobridge
2-Mar,4.4,3.9,4.2,1977,pattullobridge
3-Mar,4.4,3.9,4.2,1977,pattullobridge
4-Mar,4.4,3.9,4.2,1977,pattullobridge
5-Mar,5.0,4.4,4.7,1977,pattullobridge
6-Mar,5.0,4.7,4.9,1977,pattullobridge
7-Mar,5.0,4.4,4.7,1977,pattullobridge
8-Mar,5.0,5.0,5.0,1977,pattullobridge
9-Mar,5.0,4.7,4.9,1977,pattullobridge
10-Mar,5.0,4.7,4.9,1977,pattullobridge
11-Mar,5.0,5.0,5.0,1977,pattullobridge
12-Mar,5.6,5.0,5.3,1977,pattullobridge
13-Mar,5.6,5.0,5.3,1977,pattullobridge
14-Mar,5.6,5.0,5.3,1977,pattullobridge
15-Mar,5.6,5.3,5.4,1977,pattullobridge
16-Mar,5.6,5.0,5.3,1977,pattullobridge
17-Mar,5.6,5.0,5.3,1977,pattullobridge
18-Mar,5.6,5.0,5.3,1977,pattullobridge
19-Mar,5.6,5.0,5.3,1977,pattullobridge
20-Mar,5.0,5.0,5.0,1977,pattullobridge
21-Mar,5.6,5.0,5.3,1977,pattullobridge
22-Mar,5.6,5.3,5.4,1977,pattullobridge
23-Mar,5.6,5.0,5.3,1977,pattullobridge
24-Mar,6.1,5.3,5.7,1977,pattullobridge
25-Mar,6.1,5.8,6.0,1977,pattullobridge
26-Mar,6.1,5.8,6.0,1977,pattullobridge
27-Mar,6.1,5.8,6.0,1977,pattullobridge
28-Mar,6.1,5.8,6.0,1977,pattullobridge
29-Mar,6.1,5.8,6.0,1977,pattullobridge
30-Mar,6.4,5.8,6.1,1977,pattullobridge
31-Mar,6.4,6.4,6.4,1977,pattullobridge
1-Apr,6.7,6.4,6.5,1977,pattullobridge
2-Apr,6.4,5.8,6.1,1977,pattullobridge
3-Apr,6.4,5.8,6.1,1977,pattullobridge
4-Apr,6.9,6.4,6.7,1977,pattullobridge
5-Apr,7.2,6.7,6.9,1977,pattullobridge
6-Apr,7.8,7.2,7.5,1977,pattullobridge
7-Apr,8.6,7.5,8.1,1977,pattullobridge
8-Apr,8.9,8.6,8.8,1977,pattullobridge
9-Apr,8.6,8.3,8.5,1977,pattullobridge
10-Apr,8.6,7.8,8.2,1977,pattullobridge
11-Apr,7.8,7.5,7.6,1977,pattullobridge
12-Apr,7.8,7.2,7.5,1977,pattullobridge
13-Apr,7.2,6.7,6.9,1977,pattullobridge
14-Apr,6.4,6.4,6.4,1977,pattullobridge
15-Apr,5.8,5.8,5.8,1977,pattullobridge
16-Apr,5.6,5.6,5.6,1977,pattullobridge
17-Apr,6.4,5.6,6.0,1977,pattullobridge
18-Apr,6.7,5.8,6.3,1977,pattullobridge
19-Apr,6.7,6.1,6.4,1977,pattullobridge
20-Apr,6.4,5.8,6.1,1977,pattullobridge
21-Apr,6.8,6.1,-,1977,pattullobridge
22-Apr,-,-,-,1977,pattullobridge
23-Apr,-,-,-,1977,pattullobridge
24-Apr,-,-,-,1977,pattullobridge
25-Apr,-,-,-,1977,pattullobridge
26-Apr,-,-,-,1977,pattullobridge
27-Apr,-,-,-,1977,pattullobridge
28-Apr,-,-,-,1977,pattullobridge
29-Apr,-,-,-,1977,pattullobridge
30-Apr,-,-,-,1977,pattullobridge
1-May,-,-,-,1977,pattullobridge
2-May,-,-,-,1977,pattullobridge
3-May,9.4,8.9,9.2,1977,pattullobridge
4-May,9.4,8.6,9.0,1977,pattullobridge
5-May,9.7,8.9,9.3,1977,pattullobridge
6-May,10.0,9.4,9.7,1977,pattullobridge
7-May,10.6,10.0,10.3,1977,pattullobridge
8-May,10.3,10.0,10.1,1977,pattullobridge
9-May,10.6,9.7,10.1,1977,pattullobridge
10-May,11.1,10.3,10.7,1977,pattullobridge
11-May,10.6,10.6,10.6,1977,pattullobridge
12-May,10.8,10.3,10.6,1977,pattullobridge
13-May,10.8,10.6,10.7,1977,pattullobridge
14-May,10.8,10.3,10.6,1977,pattullobridge
15-May,11.1,10.6,10.8,1977,pattullobridge
16-May,10.8,10.3,10.6,1977,pattullobridge
17-May,10.3,10.0,10.1,1977,pattullobridge
18-May,10.3,9.7,10.0,1977,pattullobridge
19-May,11.1,10.0,10.6,1977,pattullobridge
20-May,11.1,10.6,10.8,1977,pattullobridge
21-May,11.1,10.6,10.8,1977,pattullobridge
22-May,11.4,10.6,11.0,1977,pattullobridge
23-May,11.9,11.1,11.5,1977,pattullobridge
24-May,11.7,11.1,11.4,1977,pattullobridge
25-May,11.9,11.1,11.5,1977,pattullobridge
26-May,12.5,11.4,11.9,1977,pattullobridge
27-May,12.2,11.7,11.9,1977,pattullobridge
28-May,12.5,11.7,12.1,1977,pattullobridge
29-May,12.8,11.9,12.4,1977,pattullobridge
30-May,12.2,11.7,11.9,1977,pattullobridge
31-May,12.2,11.7,11.9,1977,pattullobridge
1-Jun,12.2,11.4,11.8,1977,pattullobridge
2-Jun,12.2,11.9,12.1,1977,pattullobridge
3-Jun,12.8,11.9,12.4,1977,pattullobridge
4-Jun,12.2,11.9,12.1,1977,pattullobridge
5-Jun,13.3,11.9,12.6,1977,pattullobridge
6-Jun,14.2,13.1,13.6,1977,pattullobridge
7-Jun,14.7,13.9,14.3,1977,pattullobridge
8-Jun,14.8,13.9,14.3,1977,pattullobridge
9-Jun,14.4,13.6,14.0,1977,pattullobridge
10-Jun,15.0,13.6,14.3,1977,pattullobridge
11-Jun,14.4,13.9,14.2,1977,pattullobridge
12-Jun,14.4,13.9,14.2,1977,pattullobridge
13-Jun,13.9,13.3,13.6,1977,pattullobridge
14-Jun,14.2,13.3,13.8,1977,pattullobridge
15-Jun,14.4,13.3,13.9,1977,pattullobridge
16-Jun,15.3,13.6,14.4,1977,pattullobridge
17-Jun,15.3,14.2,14.7,1977,pattullobridge
18-Jun,15.3,14.7,15.0,1977,pattullobridge
19-Jun,15.8,15.0,15.4,1977,pattullobridge
20-Jun,15.8,15.3,15.6,1977,pattullobridge
21-Jun,15.8,15.3,15.6,1977,pattullobridge
22-Jun,15.8,15.3,15.6,1977,pattullobridge
23-Jun,15.8,15.6,15.7,1977,pattullobridge
24-Jun,16.1,15.0,15.6,1977,pattullobridge
25-Jun,15.0,14.7,14.9,1977,pattullobridge
26-Jun,15.0,14.4,14.7,1977,pattullobridge
27-Jun,14.7,14.4,14.6,1977,pattullobridge
28-Jun,14.7,14.4,14.6,1977,pattullobridge
29-Jun,15.0,14.4,14.7,1977,pattullobridge
30-Jun,15.6,14.4,15.0,1977,pattullobridge
1-Jul,15.6,15.0,15.3,1977,pattullobridge
2-Jul,15.8,14.7,15.3,1977,pattullobridge
3-Jul,14.7,14.4,14.6,1977,pattullobridge
4-Jul,14.7,13.9,14.3,1977,pattullobridge
5-Jul,15.0,14.4,14.7,1977,pattullobridge
6-Jul,15.0,14.4,14.7,1977,pattullobridge
7-Jul,15.0,14.2,14.6,1977,pattullobridge
8-Jul,15.3,14.7,15.0,1977,pattullobridge
9-Jul,15.3,14.7,15.0,1977,pattullobridge
10-Jul,15.6,14.7,15.1,1977,pattullobridge
11-Jul,15.8,15.6,15.7,1977,pattullobridge
12-Jul,15.8,15.3,15.6,1977,pattullobridge
13-Jul,15.8,15.3,15.6,1977,pattullobridge
14-Jul,16.4,15.8,16.1,1977,pattullobridge
15-Jul,16.7,16.4,16.5,1977,pattullobridge
16-Jul,16.9,16.4,16.7,1977,pattullobridge
17-Jul,16.7,16.4,16.5,1977,pattullobridge
18-Jul,16.4,16.1,16.3,1977,pattullobridge
19-Jul,16.7,16.1,16.4,1977,pattullobridge
20-Jul,16.7,15.8,16.3,1977,pattullobridge
21-Jul,16.1,15.6,15.8,1977,pattullobridge
22-Jul,16.1,15.3,15.7,1977,pattullobridge
23-Jul,16.1,15.6,15.8,1977,pattullobridge
24-Jul,16.7,15.8,16.3,1977,pattullobridge
25-Jul,17.2,16.1,16.7,1977,pattullobridge
26-Jul,17.5,16.4,16.9,1977,pattullobridge
27-Jul,18.3,16.7,17.5,1977,pattullobridge
28-Jul,18.1,17.5,17.8,1977,pattullobridge
29-Jul,17.8,16.9,17.4,1977,pattullobridge
30-Jul,18.1,16.9,17.5,1977,pattullobridge
31-Jul,18.6,17.5,18.1,1977,pattullobridge
1-Aug,18.9,18.1,18.5,1977,pattullobridge
2-Aug,19.4,18.3,18.9,1977,pattullobridge
3-Aug,19.4,18.6,19.0,1977,pattullobridge
4-Aug,19.2,18.6,18.9,1977,pattullobridge
5-Aug,19.2,18.3,18.8,1977,pattullobridge
6-Aug,19.2,18.3,18.8,1977,pattullobridge
7-Aug,19.4,18.3,18.9,1977,pattullobridge
8-Aug,19.7,18.3,19.0,1977,pattullobridge
9-Aug,20.0,18.6,19.3,1977,pattullobridge
10-Aug,20.3,18.9,19.6,1977,pattullobridge
11-Aug,20.0,19.2,19.6,1977,pattullobridge
12-Aug,20.3,19.2,19.7,1977,pattullobridge
13-Aug,20.6,19.4,20.0,1977,pattullobridge
14-Aug,20.6,19.7,20.1,1977,pattullobridge
15-Aug,20.8,19.7,20.3,1977,pattullobridge
16-Aug,20.8,19.7,20.3,1977,pattullobridge
17-Aug,20.6,19.4,20.0,1977,pattullobridge
18-Aug,20.0,19.2,19.6,1977,pattullobridge
19-Aug,20.0,19.2,19.6,1977,pattullobridge
20-Aug,20.0,19.2,19.6,1977,pattullobridge
21-Aug,20.0,19.4,19.7,1977,pattullobridge
22-Aug,19.4,18.6,19.0,1977,pattullobridge
23-Aug,18.6,18.3,18.5,1977,pattullobridge
24-Aug,18.3,18.1,18.2,1977,pattullobridge
25-Aug,18.1,17.8,17.9,1977,pattullobridge
26-Aug,17.8,17.5,17.6,1977,pattullobridge
27-Aug,17.5,17.2,17.4,1977,pattullobridge
28-Aug,17.5,17.2,17.4,1977,pattullobridge
29-Aug,17.5,16.9,17.2,1977,pattullobridge
30-Aug,16.9,16.7,16.8,1977,pattullobridge
31-Aug,16.9,16.7,16.8,1977,pattullobridge
1-Sep,16.9,16.4,16.7,1977,pattullobridge
2-Sep,16.7,16.1,16.4,1977,pattullobridge
3-Sep,16.1,15.8,16.0,1977,pattullobridge
4-Sep,16.1,15.8,16.0,1977,pattullobridge
5-Sep,16.1,15.8,16.0,1977,pattullobridge
6-Sep,16.4,15.8,16.1,1977,pattullobridge
7-Sep,16.4,15.8,16.1,1977,pattullobridge
8-Sep,16.1,15.6,15.8,1977,pattullobridge
9-Sep,16.1,15.6,15.8,1977,pattullobridge
10-Sep,15.8,15.3,15.6,1977,pattullobridge
11-Sep,15.8,15.3,15.6,1977,pattullobridge
12-Sep,16.1,15.8,16.0,1977,pattullobridge
13-Sep,16.1,15.8,16.0,1977,pattullobridge
14-Sep,15.8,15.6,15.7,1977,pattullobridge
15-Sep,15.8,15.3,15.6,1977,pattullobridge
16-Sep,15.3,15.0,15.1,1977,pattullobridge
17-Sep,15.0,15.0,15.0,1977,pattullobridge
18-Sep,15.0,14.7,14.9,1977,pattullobridge
19-Sep,15.0,14.4,14.7,1977,pattullobridge
20-Sep,15.0,14.4,14.7,1977,pattullobridge
21-Sep,14.7,14.2,14.4,1977,pattullobridge
22-Sep,14.4,13.9,14.2,1977,pattullobridge
23-Sep,13.9,13.6,13.8,1977,pattullobridge
24-Sep,13.9,13.6,13.8,1977,pattullobridge
25-Sep,13.6,13.6,13.6,1977,pattullobridge
26-Sep,13.6,13.6,13.6,1977,pattullobridge
27-Sep,13.9,13.6,13.8,1977,pattullobridge
28-Sep,13.9,13.6,13.8,1977,pattullobridge
29-Sep,13.6,13.1,13.3,1977,pattullobridge
30-Sep,13.1,13.1,13.1,1977,pattullobridge
1-Oct,13.1,12.8,12.9,1977,pattullobridge
2-Oct,13.1,12.8,12.9,1977,pattullobridge
3-Oct,12.8,12.5,12.6,1977,pattullobridge
4-Oct,12.5,12.2,12.4,1977,pattullobridge
5-Oct,12.2,11.7,11.9,1977,pattullobridge
6-Oct,11.7,11.1,11.4,1977,pattullobridge
7-Oct,11.4,10.8,11.1,1977,pattullobridge
8-Oct,11.1,10.8,11.0,1977,pattullobridge
9-Oct,10.8,10.6,10.7,1977,pattullobridge
10-Oct,10.8,10.6,10.7,1977,pattullobridge
11-Oct,10.8,10.6,10.7,1977,pattullobridge
12-Oct,10.6,10.3,10.4,1977,pattullobridge
13-Oct,10.6,10.0,10.3,1977,pattullobridge
14-Oct,10.3,10.0,10.1,1977,pattullobridge
15-Oct,10.6,10.0,10.3,1977,pattullobridge
16-Oct,10.6,10.3,10.4,1977,pattullobridge
17-Oct,10.8,10.3,10.6,1977,pattullobridge
18-Oct,10.6,10.3,10.4,1977,pattullobridge
19-Oct,10.6,10.3,10.4,1977,pattullobridge
20-Oct,10.3,9.7,10.0,1977,pattullobridge
21-Oct,9.7,9.7,9.7,1977,pattullobridge
22-Oct,9.7,9.7,9.7,1977,pattullobridge
23-Oct,9.7,9.4,9.6,1977,pattullobridge
24-Oct,9.7,9.2,9.4,1977,pattullobridge
25-Oct,9.7,9.2,9.4,1977,pattullobridge
26-Oct,9.7,9.2,9.4,1977,pattullobridge
27-Oct,9.7,8.9,9.3,1977,pattullobridge
28-Oct,9.2,9.2,9.2,1977,pattullobridge
29-Oct,9.2,9.2,9.2,1977,pattullobridge
30-Oct,9.4,9.2,9.3,1977,pattullobridge
31-Oct,9.2,8.9,9.0,1977,pattullobridge
1-Nov,8.9,8.6,8.8,1977,pattullobridge
2-Nov,8.9,8.3,8.6,1977,pattullobridge
3-Nov,8.3,7.5,7.9,1977,pattullobridge
4-Nov,7.5,7.5,7.5,1977,pattullobridge
5-Nov,7.5,7.5,7.5,1977,pattullobridge
6-Nov,7.5,7.2,7.4,1977,pattullobridge
7-Nov,7.5,6.9,7.2,1977,pattullobridge
8-Nov,6.9,6.7,6.8,1977,pattullobridge
9-Nov,6.7,6.4,6.5,1977,pattullobridge
10-Nov,6.4,6.4,6.4,1977,pattullobridge
11-Nov,6.4,6.4,6.4,1977,pattullobridge
12-Nov,6.4,6.4,6.4,1977,pattullobridge
13-Nov,6.9,6.4,6.7,1977,pattullobridge
14-Nov,6.9,6.7,6.8,1977,pattullobridge
15-Nov,7.2,6.7,6.9,1977,pattullobridge
16-Nov,7.2,6.7,6.9,1977,pattullobridge
17-Nov,6.9,6.1,6.5,1977,pattullobridge
18-Nov,6.1,5.3,5.7,1977,pattullobridge
19-Nov,5.3,4.4,4.9,1977,pattullobridge
20-Nov,4.7,3.6,4.2,1977,pattullobridge
21-Nov,3.6,3.1,3.3,1977,pattullobridge
22-Nov,3.1,2.2,2.6,1977,pattullobridge
23-Nov,2.5,1.7,2.1,1977,pattullobridge
24-Nov,1.9,1.4,1.7,1977,pattullobridge
25-Nov,1.9,1.7,1.8,1977,pattullobridge
26-Nov,2.8,1.9,2.4,1977,pattullobridge
27-Nov,3.3,2.8,3.1,1977,pattullobridge
28-Nov,3.9,3.3,3.6,1977,pattullobridge
29-Nov,4.4,3.9,4.2,1977,pattullobridge
30-Nov,5.0,4.4,4.7,1977,pattullobridge
1-Dec,4.7,4.4,4.6,1977,pattullobridge
2-Dec,4.7,4.4,4.6,1977,pattullobridge
3-Dec,4.7,4.4,4.6,1977,pattullobridge
4-Dec,5.0,4.7,4.9,1977,pattullobridge
5-Dec,4.7,3.9,4.3,1977,pattullobridge
6-Dec,4.2,3.6,3.9,1977,pattullobridge
7-Dec,3.3,2.5,2.9,1977,pattullobridge
8-Dec,2.8,2.5,2.6,1977,pattullobridge
9-Dec,2.2,1.7,1.9,1977,pattullobridge
10-Dec,1.9,1.4,1.7,1977,pattullobridge
11-Dec,1.7,0.8,1.3,1977,pattullobridge
12-Dec,1.9,0.8,1.4,1977,pattullobridge
13-Dec,3.6,1.9,2.8,1977,pattullobridge
14-Dec,4.2,3.1,3.6,1977,pattullobridge
15-Dec,5.3,3.6,4.4,1977,pattullobridge
16-Dec,5.0,4.4,4.7,1977,pattullobridge
17-Dec,4.7,4.2,4.4,1977,pattullobridge
18-Dec,4.2,3.3,3.8,1977,pattullobridge
19-Dec,3.9,3.3,3.6,1977,pattullobridge
20-Dec,3.6,3.1,3.3,1977,pattullobridge
21-Dec,3.1,2.5,2.8,1977,pattullobridge
22-Dec,2.8,2.2,2.5,1977,pattullobridge
23-Dec,2.5,2.2,2.4,1977,pattullobridge
24-Dec,2.5,2.2,2.4,1977,pattullobridge
25-Dec,2.2,1.7,1.9,1977,pattullobridge
26-Dec,1.7,1.4,1.5,1977,pattullobridge
27-Dec,1.4,1.4,1.4,1977,pattullobridge
28-Dec,1.4,1.1,1.3,1977,pattullobridge
29-Dec,1.4,1.1,1.3,1977,pattullobridge
30-Dec,1.4,1.1,1.3,1977,pattullobridge
31-Dec,1.4,1.1,1.3,1977,pattullobridge
1-Jan,1.1,0.8,1.0,1978,pattullobridge
2-Jan,1.1,0.3,0.7,1978,pattullobridge
3-Jan,0.3,0.3,0.3,1978,pattullobridge
4-Jan,0.3,0.3,0.3,1978,pattullobridge
5-Jan,0.3,0.3,0.3,1978,pattullobridge
6-Jan,0.3,0.3,0.3,1978,pattullobridge
7-Jan,0.3,0.3,0.3,1978,pattullobridge
8-Jan,0.6,0.6,0.6,1978,pattullobridge
9-Jan,0.8,0.6,0.7,1978,pattullobridge
10-Jan,1.4,0.8,1.1,1978,pattullobridge
11-Jan,1.7,1.1,1.4,1978,pattullobridge
12-Jan,1.9,1.4,1.7,1978,pattullobridge
13-Jan,2.2,1.9,2.1,1978,pattullobridge
14-Jan,2.2,1.9,2.1,1978,pattullobridge
15-Jan,1.9,1.9,1.9,1978,pattullobridge
16-Jan,2.5,1.9,2.2,1978,pattullobridge
17-Jan,2.8,2.5,2.6,1978,pattullobridge
18-Jan,2.8,2.8,2.8,1978,pattullobridge
19-Jan,2.8,2.8,2.8,1978,pattullobridge
20-Jan,2.8,2.8,2.8,1978,pattullobridge
21-Jan,3.1,2.8,2.9,1978,pattullobridge
22-Jan,3.3,3.1,3.2,1978,pattullobridge
23-Jan,3.6,3.1,3.3,1978,pattullobridge
24-Jan,3.6,3.1,3.3,1978,pattullobridge
25-Jan,3.3,3.1,3.2,1978,pattullobridge
26-Jan,3.3,3.1,3.2,1978,pattullobridge
27-Jan,3.3,3.1,3.2,1978,pattullobridge
28-Jan,3.1,3.1,3.1,1978,pattullobridge
29-Jan,3.1,3.1,3.1,1978,pattullobridge
30-Jan,3.1,3.1,3.1,1978,pattullobridge
31-Jan,3.1,2.5,2.8,1978,pattullobridge
1-Feb,2.8,1.9,2.4,1978,pattullobridge
2-Feb,2.2,1.4,1.8,1978,pattullobridge
3-Feb,1.7,0.8,1.3,1978,pattullobridge
4-Feb,1.7,0.8,1.3,1978,pattullobridge
5-Feb,1.7,1.1,1.4,1978,pattullobridge
6-Feb,2.5,1.4,1.9,1978,pattullobridge
7-Feb,2.8,2.2,2.5,1978,pattullobridge
8-Feb,3.6,2.8,3.2,1978,pattullobridge
9-Feb,3.9,3.6,3.8,1978,pattullobridge
10-Feb,4.2,3.6,3.9,1978,pattullobridge
11-Feb,4.2,3.6,3.9,1978,pattullobridge
